Year,Indicator Name,Value,Indicator_Code,Value_original,Value_converted,was_whole_number
2019,"Population ages 0-14, male (% of male population)",24.8045391161744,IND_171,24.8045391161744,24.8045391161744,False
2018,"Population ages 0-14, male (% of male population)",25.0957311332119,IND_171,25.0957311332119,25.0957311332119,False
2017,"Population ages 0-14, male (% of male population)",25.3636405248418,IND_171,25.3636405248418,25.3636405248418,False
2016,"Population ages 0-14, male (% of male population)",25.6053140604611,IND_171,25.6053140604611,25.6053140604611,False
2015,"Population ages 0-14, male (% of male population)",25.8116890434262,IND_171,25.8116890434262,25.8116890434262,False
2014,"Population ages 0-14, male (% of male population)",25.9807840723764,IND_171,25.9807840723764,25.9807840723764,False
2013,"Population ages 0-14, male (% of male population)",26.1231246038915,IND_171,26.1231246038915,26.1231246038915,False
2012,"Population ages 0-14, male (% of male population)",26.2593440620167,IND_171,26.2593440620167,26.2593440620167,False
2011,"Population ages 0-14, male (% of male population)",26.3680111790965,IND_171,26.3680111790965,26.3680111790965,False
2010,"Population ages 0-14, male (% of male population)",26.431800615901,IND_171,26.431800615901,26.431800615901,False
2009,"Population ages 0-14, male (% of male population)",26.4653427814753,IND_171,26.4653427814753,26.4653427814753,False
2008,"Population ages 0-14, male (% of male population)",26.4834235918981,IND_171,26.4834235918981,26.4834235918981,False
2007,"Population ages 0-14, male (% of male population)",26.5041409332543,IND_171,26.5041409332543,26.5041409332543,False
2006,"Population ages 0-14, male (% of male population)",26.5316846365266,IND_171,26.5316846365266,26.5316846365266,False
2005,"Population ages 0-14, male (% of male population)",26.5791866722492,IND_171,26.5791866722492,26.5791866722492,False
2004,"Population ages 0-14, male (% of male population)",26.6614232300742,IND_171,26.6614232300742,26.6614232300742,False
2003,"Population ages 0-14, male (% of male population)",26.7946713556776,IND_171,26.7946713556776,26.7946713556776,False
2002,"Population ages 0-14, male (% of male population)",26.9940686190229,IND_171,26.9940686190229,26.9940686190229,False
2001,"Population ages 0-14, male (% of male population)",27.2795130044305,IND_171,27.2795130044305,27.2795130044305,False
2000,"Population ages 0-14, male (% of male population)",27.6381475717901,IND_171,27.6381475717901,27.6381475717901,False
1999,"Population ages 0-14, male (% of male population)",28.0135896135768,IND_171,28.0135896135768,28.0135896135768,False
1998,"Population ages 0-14, male (% of male population)",28.3692138669057,IND_171,28.3692138669057,28.3692138669057,False
1997,"Population ages 0-14, male (% of male population)",28.7329013398327,IND_171,28.7329013398327,28.7329013398327,False
1996,"Population ages 0-14, male (% of male population)",29.1808603026619,IND_171,29.1808603026619,29.1808603026619,False
1995,"Population ages 0-14, male (% of male population)",29.7172972324765,IND_171,29.7172972324765,29.7172972324765,False
1994,"Population ages 0-14, male (% of male population)",30.3562550135111,IND_171,30.3562550135111,30.3562550135111,False
1993,"Population ages 0-14, male (% of male population)",31.0723487936718,IND_171,31.0723487936718,31.0723487936718,False
1992,"Population ages 0-14, male (% of male population)",31.7855170441348,IND_171,31.7855170441348,31.7855170441348,False
1991,"Population ages 0-14, male (% of male population)",32.4290524046937,IND_171,32.4290524046937,32.4290524046937,False
1990,"Population ages 0-14, male (% of male population)",32.8541677809558,IND_171,32.8541677809558,32.8541677809558,False
1989,"Population ages 0-14, male (% of male population)",33.2077809957511,IND_171,33.2077809957511,33.2077809957511,False
1988,"Population ages 0-14, male (% of male population)",33.6675569216867,IND_171,33.6675569216867,33.6675569216867,False
1987,"Population ages 0-14, male (% of male population)",34.1564747436641,IND_171,34.1564747436641,34.1564747436641,False
1986,"Population ages 0-14, male (% of male population)",34.6745561240842,IND_171,34.6745561240842,34.6745561240842,False
1985,"Population ages 0-14, male (% of male population)",35.1717395757921,IND_171,35.1717395757921,35.1717395757921,False
1984,"Population ages 0-14, male (% of male population)",35.4925739140837,IND_171,35.4925739140837,35.4925739140837,False
1983,"Population ages 0-14, male (% of male population)",35.6797580962003,IND_171,35.6797580962003,35.6797580962003,False
1982,"Population ages 0-14, male (% of male population)",35.8638217724629,IND_171,35.8638217724629,35.8638217724629,False
1981,"Population ages 0-14, male (% of male population)",36.0290601698301,IND_171,36.0290601698301,36.0290601698301,False
1980,"Population ages 0-14, male (% of male population)",36.1993467271942,IND_171,36.1993467271942,36.1993467271942,False
1979,"Population ages 0-14, male (% of male population)",36.3927880216817,IND_171,36.3927880216817,36.3927880216817,False
1978,"Population ages 0-14, male (% of male population)",36.605942925915,IND_171,36.605942925915,36.605942925915,False
1977,"Population ages 0-14, male (% of male population)",36.8679760998857,IND_171,36.8679760998857,36.8679760998857,False
1976,"Population ages 0-14, male (% of male population)",37.1733650736837,IND_171,37.1733650736837,37.1733650736837,False
1975,"Population ages 0-14, male (% of male population)",37.5161203470694,IND_171,37.5161203470694,37.5161203470694,False
1974,"Population ages 0-14, male (% of male population)",37.8961292865405,IND_171,37.8961292865405,37.8961292865405,False
1973,"Population ages 0-14, male (% of male population)",38.2629064735204,IND_171,38.2629064735204,38.2629064735204,False
1972,"Population ages 0-14, male (% of male population)",38.5636166195009,IND_171,38.5636166195009,38.5636166195009,False
1971,"Population ages 0-14, male (% of male population)",38.7916004720533,IND_171,38.7916004720533,38.7916004720533,False
1970,"Population ages 0-14, male (% of male population)",38.9742338180411,IND_171,38.9742338180411,38.9742338180411,False
1969,"Population ages 0-14, male (% of male population)",39.1365316598126,IND_171,39.1365316598126,39.1365316598126,False
1968,"Population ages 0-14, male (% of male population)",39.2738621796476,IND_171,39.2738621796476,39.2738621796476,False
1967,"Population ages 0-14, male (% of male population)",39.3739948556074,IND_171,39.3739948556074,39.3739948556074,False
1966,"Population ages 0-14, male (% of male population)",39.4470997492668,IND_171,39.4470997492668,39.4470997492668,False
1965,"Population ages 0-14, male (% of male population)",39.4823744335509,IND_171,39.4823744335509,39.4823744335509,False
1964,"Population ages 0-14, male (% of male population)",39.4758926240486,IND_171,39.4758926240486,39.4758926240486,False
1963,"Population ages 0-14, male (% of male population)",39.4941654778665,IND_171,39.4941654778665,39.4941654778665,False
1962,"Population ages 0-14, male (% of male population)",39.5547140507828,IND_171,39.5547140507828,39.5547140507828,False
1961,"Population ages 0-14, male (% of male population)",39.5832977367073,IND_171,39.5832977367073,39.5832977367073,False
1960,"Population ages 0-14, male (% of male population)",39.5248993760644,IND_171,39.5248993760644,39.5248993760644,False
2023,"Population ages 0-14, total",4927754.0,IND_172,4927754.0,4927754.0,True
2022,"Population ages 0-14, total",5032936.0,IND_172,5032936.0,5032936.0,True
2021,"Population ages 0-14, total",5099423.0,IND_172,5099423.0,5099423.0,True
2020,"Population ages 0-14, total",5115336.0,IND_172,5115336.0,5115336.0,True
2019,"Population ages 0-14, total",5157388.0,IND_172,5157388.0,5157388.0,True
2018,"Population ages 0-14, total",5190622.0,IND_172,5190622.0,5190622.0,True
2017,"Population ages 0-14, total",5195685.0,IND_172,5195685.0,5195685.0,True
2016,"Population ages 0-14, total",5191612.0,IND_172,5191612.0,5191612.0,True
2015,"Population ages 0-14, total",5178097.0,IND_172,5178097.0,5178097.0,True
2014,"Population ages 0-14, total",5167952.0,IND_172,5167952.0,5167952.0,True
2013,"Population ages 0-14, total",5151803.0,IND_172,5151803.0,5151803.0,True
2012,"Population ages 0-14, total",5330135.0,IND_172,5330135.0,5330135.0,True
2011,"Population ages 0-14, total",5318138.0,IND_172,5318138.0,5318138.0,True
2010,"Population ages 0-14, total",5307368.0,IND_172,5307368.0,5307368.0,True
2009,"Population ages 0-14, total",5294622.0,IND_172,5294622.0,5294622.0,True
2008,"Population ages 0-14, total",5278483.0,IND_172,5278483.0,5278483.0,True
2007,"Population ages 0-14, total",5259469.0,IND_172,5259469.0,5259469.0,True
2006,"Population ages 0-14, total",5239778.0,IND_172,5239778.0,5239778.0,True
2005,"Population ages 0-14, total",5223446.0,IND_172,5223446.0,5223446.0,True
2004,"Population ages 0-14, total",5213689.0,IND_172,5213689.0,5213689.0,True
2003,"Population ages 0-14, total",5210060.0,IND_172,5210060.0,5210060.0,True
2002,"Population ages 0-14, total",5214704.0,IND_172,5214704.0,5214704.0,True
2001,"Population ages 0-14, total",5218782.0,IND_172,5218782.0,5218782.0,True
2000,"Population ages 0-14, total",5209379.0,IND_172,5209379.0,5209379.0,True
1999,"Population ages 0-14, total",5191104.0,IND_172,5191104.0,5191104.0,True
1998,"Population ages 0-14, total",5166610.0,IND_172,5166610.0,5166610.0,True
1997,"Population ages 0-14, total",5140998.0,IND_172,5140998.0,5140998.0,True
1996,"Population ages 0-14, total",5128553.0,IND_172,5128553.0,5128553.0,True
1995,"Population ages 0-14, total",5128652.0,IND_172,5128652.0,5128652.0,True
1994,"Population ages 0-14, total",5159423.0,IND_172,5159423.0,5159423.0,True
1993,"Population ages 0-14, total",5212666.0,IND_172,5212666.0,5212666.0,True
1992,"Population ages 0-14, total",5251016.0,IND_172,5251016.0,5251016.0,True
1991,"Population ages 0-14, total",5282394.0,IND_172,5282394.0,5282394.0,True
1990,"Population ages 0-14, total",5321926.0,IND_172,5321926.0,5321926.0,True
1989,"Population ages 0-14, total",5356201.0,IND_172,5356201.0,5356201.0,True
1988,"Population ages 0-14, total",5384778.0,IND_172,5384778.0,5384778.0,True
1987,"Population ages 0-14, total",5417873.0,IND_172,5417873.0,5417873.0,True
1986,"Population ages 0-14, total",5445472.0,IND_172,5445472.0,5445472.0,True
1985,"Population ages 0-14, total",5466805.0,IND_172,5466805.0,5466805.0,True
1984,"Population ages 0-14, total",5488557.0,IND_172,5488557.0,5488557.0,True
1983,"Population ages 0-14, total",5505938.0,IND_172,5505938.0,5505938.0,True
1982,"Population ages 0-14, total",5504562.0,IND_172,5504562.0,5504562.0,True
1981,"Population ages 0-14, total",5469172.0,IND_172,5469172.0,5469172.0,True
1980,"Population ages 0-14, total",5410443.0,IND_172,5410443.0,5410443.0,True
1979,"Population ages 0-14, total",5347773.0,IND_172,5347773.0,5347773.0,True
1978,"Population ages 0-14, total",5286182.0,IND_172,5286182.0,5286182.0,True
1977,"Population ages 0-14, total",5233310.0,IND_172,5233310.0,5233310.0,True
1976,"Population ages 0-14, total",5187913.0,IND_172,5187913.0,5187913.0,True
1975,"Population ages 0-14, total",5147706.0,IND_172,5147706.0,5147706.0,True
1974,"Population ages 0-14, total",5112367.0,IND_172,5112367.0,5112367.0,True
1973,"Population ages 0-14, total",5072797.0,IND_172,5072797.0,5072797.0,True
1972,"Population ages 0-14, total",5020209.0,IND_172,5020209.0,5020209.0,True
1971,"Population ages 0-14, total",4954916.0,IND_172,4954916.0,4954916.0,True
1970,"Population ages 0-14, total",4879855.0,IND_172,4879855.0,4879855.0,True
1969,"Population ages 0-14, total",4797827.0,IND_172,4797827.0,4797827.0,True
1968,"Population ages 0-14, total",4710217.0,IND_172,4710217.0,4710217.0,True
1967,"Population ages 0-14, total",4617168.0,IND_172,4617168.0,4617168.0,True
1966,"Population ages 0-14, total",4522619.0,IND_172,4522619.0,4522619.0,True
1965,"Population ages 0-14, total",4425992.0,IND_172,4425992.0,4425992.0,True
1964,"Population ages 0-14, total",4325805.0,IND_172,4325805.0,4325805.0,True
1963,"Population ages 0-14, total",4230466.0,IND_172,4230466.0,4230466.0,True
1962,"Population ages 0-14, total",4142315.0,IND_172,4142315.0,4142315.0,True
1961,"Population ages 0-14, total",4053124.0,IND_172,4053124.0,4053124.0,True
1960,"Population ages 0-14, total",3957577.0,IND_172,3957577.0,3957577.0,True
2023,Population ages 0-14 (% of total population),22.3612730440352,IND_173,22.3612730440352,22.3612730440352,False
2022,Population ages 0-14 (% of total population),22.6903041016266,IND_173,22.6903041016266,22.6903041016266,False
2021,Population ages 0-14 (% of total population),23.0159928656676,IND_173,23.0159928656676,23.0159928656676,False
2020,Population ages 0-14 (% of total population),23.3374525364923,IND_173,23.3374525364923,23.3374525364923,False
2019,Population ages 0-14 (% of total population),23.6544870392859,IND_173,23.6544870392859,23.6544870392859,False
2018,Population ages 0-14 (% of total population),23.9530298630511,IND_173,23.9530298630511,23.9530298630511,False
2017,Population ages 0-14 (% of total population),24.2290828278519,IND_173,24.2290828278519,24.2290828278519,False
2016,Population ages 0-14 (% of total population),24.4783427877771,IND_173,24.4783427877771,24.4783427877771,False
2015,Population ages 0-14 (% of total population),24.6928809823796,IND_173,24.6928809823796,24.6928809823796,False
2014,Population ages 0-14 (% of total population),24.8722308563944,IND_173,24.8722308563944,24.8722308563944,False
2013,Population ages 0-14 (% of total population),25.0269759664236,IND_173,25.0269759664236,25.0269759664236,False
2012,Population ages 0-14 (% of total population),25.178419778154,IND_173,25.178419778154,25.178419778154,False
2011,Population ages 0-14 (% of total population),25.3135625183968,IND_173,25.3135625183968,25.3135625183968,False
